,taxon_id,treatment_1,treatment_2,log2_median_ratio,median_diff,mean_diff,wilcox_p_value,otu_id,kingdom,phylum,class,order,family,genus,species
1,al,recovering C,recovering G,-6.50264642044317,9.88225554439571,7.34826163276836,0.0142657342657343,NA,NA,NA,NA,NA,NA,NA,NA
2,bb,recovering C,recovering G,-6.50264642044317,9.88225554439571,7.34826163276836,0.0142657342657343,NA,NA,NA,NA,NA,NA,NA,NA
3,ce,recovering C,recovering G,-6.50264642044317,9.88225554439571,7.34826163276836,0.0142657342657343,NA,NA,NA,NA,NA,NA,NA,NA
4,dz,recovering C,recovering G,-6.50264642044317,9.88225554439571,7.34826163276836,0.0142657342657343,NA,NA,NA,NA,NA,NA,NA,NA
5,gs,recovering C,recovering G,-6.50264642044317,9.88225554439571,7.34826163276836,0.0142657342657343,NA,NA,NA,NA,NA,NA,NA,NA
6,ky,recovering C,recovering G,-6.50264642044317,9.88225554439571,7.34826163276836,0.0142657342657343,OTU_311,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
7,ky,recovering C,recovering G,-6.50264642044317,9.88225554439571,7.34826163276836,0.0142657342657343,OTU_181,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
8,ky,recovering C,recovering G,-6.50264642044317,9.88225554439571,7.34826163276836,0.0142657342657343,OTU_174,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
9,ky,recovering C,recovering G,-6.50264642044317,9.88225554439571,7.34826163276836,0.0142657342657343,OTU_639,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
10,ky,recovering C,recovering G,-6.50264642044317,9.88225554439571,7.34826163276836,0.0142657342657343,OTU_182,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
11,ky,recovering C,recovering G,-6.50264642044317,9.88225554439571,7.34826163276836,0.0142657342657343,OTU_106,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
12,ky,recovering C,recovering G,-6.50264642044317,9.88225554439571,7.34826163276836,0.0142657342657343,OTU_144,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
13,ky,recovering C,recovering G,-6.50264642044317,9.88225554439571,7.34826163276836,0.0142657342657343,OTU_15,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
14,ky,recovering C,recovering G,-6.50264642044317,9.88225554439571,7.34826163276836,0.0142657342657343,OTU_443,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
15,am,recovering C,recovering G,-4.12291874474514,-54.7184003514207,-54.100802913019,0.0142657342657343,NA,NA,NA,NA,NA,NA,NA,NA
16,ei,recovering C,recovering G,0,-14.6685215199586,-14.8192799535448,0.0133741258741259,NA,NA,NA,NA,NA,NA,NA,NA
