,taxon_id,treatment_1,treatment_2,log2_median_ratio,median_diff,mean_diff,wilcox_p_value,otu_id,kingdom,phylum,class,order,family,genus,species
1,el,recovering C,recovering M,-2.03131124310948,-1.11436174281242,-1.21868407824768,0.0459786892424464,NA,NA,NA,NA,NA,NA,NA,NA
2,hv,recovering C,recovering M,-2.03131124310948,-1.11436174281242,-1.21868407824768,0.0459786892424464,OTU_34,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,rhodoplanes,rhodoplanes elegans
3,eu,recovering C,recovering M,-1.46507001622462,4.96049583329944,4.80173866328777,0.0211161387631976,NA,NA,NA,NA,NA,NA,NA,NA
4,ih,recovering C,recovering M,-1.46507001622462,4.96049583329944,4.80173866328777,0.0211161387631976,OTU_434,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.
5,ih,recovering C,recovering M,-1.46507001622462,4.96049583329944,4.80173866328777,0.0211161387631976,OTU_208,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.
6,ih,recovering C,recovering M,-1.46507001622462,4.96049583329944,4.80173866328777,0.0211161387631976,OTU_217,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.
7,ih,recovering C,recovering M,-1.46507001622462,4.96049583329944,4.80173866328777,0.0211161387631976,OTU_445,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.
8,ih,recovering C,recovering M,-1.46507001622462,4.96049583329944,4.80173866328777,0.0211161387631976,OTU_72,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.
9,ih,recovering C,recovering M,-1.46507001622462,4.96049583329944,4.80173866328777,0.0211161387631976,OTU_293,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.
10,ih,recovering C,recovering M,-1.46507001622462,4.96049583329944,4.80173866328777,0.0211161387631976,OTU_312,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.
11,ih,recovering C,recovering M,-1.46507001622462,4.96049583329944,4.80173866328777,0.0211161387631976,OTU_54,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.
12,bc,recovering C,recovering M,0,-60.8741546501963,-53.6464453255491,0.0105580693815988,NA,NA,NA,NA,NA,NA,NA,NA
13,dz,recovering C,recovering M,0,2.02375236300816,2.28048341464672,0.0105580693815988,NA,NA,NA,NA,NA,NA,NA,NA
14,ei,recovering C,recovering M,0,-41.5653414621888,-42.0453499818811,0.0105580693815988,NA,NA,NA,NA,NA,NA,NA,NA
15,ej,recovering C,recovering M,0,-2.62408878837604,-2.806513059606,0.0105580693815988,NA,NA,NA,NA,NA,NA,NA,NA
16,gx,recovering C,recovering M,0,2.02375236300816,2.28048341464672,0.0105580693815988,NA,NA,NA,NA,NA,NA,NA,NA
17,hr,recovering C,recovering M,0,-41.5653414621888,-42.0453499818811,0.0105580693815988,OTU_89,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus
18,hr,recovering C,recovering M,0,-41.5653414621888,-42.0453499818811,0.0105580693815988,OTU_323,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus
19,hr,recovering C,recovering M,0,-41.5653414621888,-42.0453499818811,0.0105580693815988,OTU_378,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus
20,hr,recovering C,recovering M,0,-41.5653414621888,-42.0453499818811,0.0105580693815988,OTU_430,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus
21,hr,recovering C,recovering M,0,-41.5653414621888,-42.0453499818811,0.0105580693815988,OTU_615,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus
22,hr,recovering C,recovering M,0,-41.5653414621888,-42.0453499818811,0.0105580693815988,OTU_71,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus
23,hr,recovering C,recovering M,0,-41.5653414621888,-42.0453499818811,0.0105580693815988,OTU_104,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus
24,hr,recovering C,recovering M,0,-41.5653414621888,-42.0453499818811,0.0105580693815988,OTU_335,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus
