,taxon_id,treatment_1,treatment_2,log2_median_ratio,median_diff,mean_diff,wilcox_p_value,otu_id,kingdom,phylum,class,order,family,genus,species
1,ks,recovering C,recovering G,-Inf,-1,-1.19047619047619,0.0413571300610061,OTU_19,bacteria,firmicutes,bacilli,lactobacillales,streptococcaceae,streptococcus,streptococcus salivarius
2,ea,recovering C,recovering G,1.58496250072116,2,10.2222222222222,0.0414673964901143,NA,NA,NA,NA,NA,NA,NA,NA
3,gw,recovering C,recovering G,1.58496250072116,2,10.2222222222222,0.0414673964901143,NA,NA,NA,NA,NA,NA,NA,NA
4,ld,recovering C,recovering G,1.58496250072116,2,10.2222222222222,0.0414673964901143,OTU_22,bacteria,firmicutes,clostridia,clostridiales,ruminococcaceae,ruminococcus,ruminococcus spp.
5,al,recovering C,recovering G,4.08037341646402,191,208.349206349206,0.0345236515996811,NA,NA,NA,NA,NA,NA,NA,NA
6,bb,recovering C,recovering G,4.08037341646402,191,208.349206349206,0.0345236515996811,NA,NA,NA,NA,NA,NA,NA,NA
7,ce,recovering C,recovering G,4.08037341646402,191,208.349206349206,0.0345236515996811,NA,NA,NA,NA,NA,NA,NA,NA
8,dz,recovering C,recovering G,4.08037341646402,191,208.349206349206,0.0345236515996811,NA,NA,NA,NA,NA,NA,NA,NA
9,gs,recovering C,recovering G,4.08037341646402,191,208.349206349206,0.0345236515996811,NA,NA,NA,NA,NA,NA,NA,NA
10,ky,recovering C,recovering G,4.08037341646402,191,208.349206349206,0.0345236515996811,OTU_311,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
11,ky,recovering C,recovering G,4.08037341646402,191,208.349206349206,0.0345236515996811,OTU_181,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
12,ky,recovering C,recovering G,4.08037341646402,191,208.349206349206,0.0345236515996811,OTU_174,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
13,ky,recovering C,recovering G,4.08037341646402,191,208.349206349206,0.0345236515996811,OTU_639,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
14,ky,recovering C,recovering G,4.08037341646402,191,208.349206349206,0.0345236515996811,OTU_182,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
15,ky,recovering C,recovering G,4.08037341646402,191,208.349206349206,0.0345236515996811,OTU_106,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
16,ky,recovering C,recovering G,4.08037341646402,191,208.349206349206,0.0345236515996811,OTU_144,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
17,ky,recovering C,recovering G,4.08037341646402,191,208.349206349206,0.0345236515996811,OTU_15,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
18,ky,recovering C,recovering G,4.08037341646402,191,208.349206349206,0.0345236515996811,OTU_443,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.
19,dj,recovering C,recovering G,4.17386141600148,1040,1164.80952380952,0.0345236515996811,NA,NA,NA,NA,NA,NA,NA,NA
20,fy,recovering C,recovering G,4.24399467582166,1041,1169.66666666667,0.0345236515996811,NA,NA,NA,NA,NA,NA,NA,NA
21,ju,recovering C,recovering G,4.24399467582166,1041,1169.66666666667,0.0345236515996811,OTU_109,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,paludibacter,paludibacter propionicigenes
22,ju,recovering C,recovering G,4.24399467582166,1041,1169.66666666667,0.0345236515996811,OTU_192,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,paludibacter,paludibacter propionicigenes
23,ju,recovering C,recovering G,4.24399467582166,1041,1169.66666666667,0.0345236515996811,OTU_480,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,paludibacter,paludibacter propionicigenes
24,ju,recovering C,recovering G,4.24399467582166,1041,1169.66666666667,0.0345236515996811,OTU_12,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,paludibacter,paludibacter propionicigenes
