,OTU,aldex2_diff.btw,aldex2_diff.win,aldex2_effect,aldex2_wi.ep,aldex2_wi.eBH,kingdom,phylum,class,order,family,genus,species,aldex2_positive,aldex2_negative,taxrank,test_id,level
1,OTU_10,2.80998113482288,1.68005481440433,1.6004019581353,1.68599643038969e-06,7.72368702348863e-06,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter spp.,early,late,OTU,l_vs_e,cluster
2,OTU_107,-0.601256321367797,1.72753143552994,-0.337116948834649,0.214421524796666,0.283659838410826,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas palustris,early,late,OTU,l_vs_e,cluster
3,OTU_11,3.18109055397388,2.00916018053796,1.48504959134117,5.44512070601325e-05,0.000154020288613943,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,acetobacter spp.,early,late,OTU,l_vs_e,cluster
4,OTU_115,-2.07172009998571,1.16502688877325,-1.71070987235248,1.02582161028132e-06,5.12009035709176e-06,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,early,late,OTU,l_vs_e,cluster
5,OTU_116,3.49522613624327,2.72272874133829,1.16070966630258,5.82462075477253e-05,0.000163510545924173,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,acetobacter spp.,early,late,OTU,l_vs_e,cluster
6,OTU_12,-1.33100403725423,4.07233741270422,-0.369963603929444,0.124812821391482,0.185335142070013,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,paludibacter,paludibacter propionicigenes,early,late,OTU,l_vs_e,cluster
7,OTU_13,2.38974865389885,3.09570161758246,0.810726951244586,0.00431894073464715,0.0095734259844469,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,early,late,OTU,l_vs_e,cluster
8,OTU_136,0.249778401574468,1.56405023853251,0.154384415378508,0.62868395816832,0.671481970443657,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,early,late,OTU,l_vs_e,cluster
9,OTU_14,-1.2361053678951,1.46599680726912,-0.745072849558067,0.00197889528811525,0.00468101188318037,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,ancalomicrobium spp.,early,late,OTU,l_vs_e,cluster
10,OTU_15,-1.66747611667862,4.57382239537914,-0.36792230165266,0.029231591457945,0.0522239124098527,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,early,late,OTU,l_vs_e,cluster
11,OTU_16,2.42760221835758,1.67758440832595,1.34775922998967,3.28539044237904e-05,9.72636235418138e-05,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,rhodocyclus,rhodocyclus tenuis,early,late,OTU,l_vs_e,cluster
12,OTU_2,-0.75444419098301,1.12413996884898,-0.652129869637082,0.0119562451618028,0.0242100459905001,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,early,late,OTU,l_vs_e,cluster
13,OTU_20,0.944675696862504,2.79443653553116,0.321343354397658,0.235066675199243,0.29911959784216,bacteria,actinobacteria,actinobacteria,actinomycetales,nocardioidaceae,propionicimonas,propionicimonas paludicola,early,late,OTU,l_vs_e,cluster
14,OTU_211,3.24454177171475,1.69850145519738,1.84503834355431,3.2433876728976e-07,2.42677866087832e-06,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter sp.,early,late,OTU,l_vs_e,cluster
15,OTU_215,0.958382238243886,2.37539211669368,0.3761410753395,0.146906203463449,0.20747493459068,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium sp.,early,late,OTU,l_vs_e,cluster
16,OTU_22,-3.64960929008496,5.11617306439182,-0.626927826747829,0.0183294433793867,0.0342463948655383,bacteria,firmicutes,clostridia,clostridiales,ruminococcaceae,ruminococcus,ruminococcus spp.,early,late,OTU,l_vs_e,cluster
17,OTU_222,-2.58099230282497,1.44743774108499,-1.72284680595128,7.39793807829751e-07,4.02943022540974e-06,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,early,late,OTU,l_vs_e,cluster
18,OTU_224,2.4047438675587,1.80864869396894,1.25778161537996,1.7346252670575e-05,5.52753289152242e-05,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter spp.,early,late,OTU,l_vs_e,cluster
19,OTU_23,-0.320434162719141,1.2967276847719,-0.247399630328414,0.398418647147123,0.457430654916053,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,early,late,OTU,l_vs_e,cluster
20,OTU_25,0.735845384611114,3.92120762906189,0.164348369018089,0.444370568307712,0.500094863549377,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,nitrospirillum,azospirillum amazonense,early,late,OTU,l_vs_e,cluster
21,OTU_259,-0.0348003102772871,1.77414849391277,-0.0194630217785954,0.876537220733596,0.894008776825416,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,early,late,OTU,l_vs_e,cluster
22,OTU_27,-0.887123158306849,2.05944614748292,-0.360617270591724,0.153966652688483,0.20905605636538,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,ancalomicrobium spp.,early,late,OTU,l_vs_e,cluster
23,OTU_274,4.76218613668293,2.40358619187666,1.89314466242312,6.38915688375781e-08,1.28641199779983e-06,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter sp.,early,late,OTU,l_vs_e,cluster
24,OTU_284,-1.84114431587663,1.47955271568115,-1.19293386332177,7.58542489570202e-05,0.000207602803600173,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,escherichia,escherichia spp.,early,late,OTU,l_vs_e,cluster
